Id. zařízení;Typ;Název zařízení;Obec;Ulice;Č.p.;Č.o.;M.část.;PSČ;Cizí vyučovací jazyk;Kapacita;Platnost zařízení;address
150051140;G22;Školní klub;Uherské Hradiště;Větrná;1063;;Mařatice;68605;;300;Platné;Uherské Hradiště, Větrná 1063
150007027;L11;Školní jídelna;Uherské Hradiště;Větrná;1063;;Mařatice;68605;;840;Platné;Uherské Hradiště, Větrná 1063
150073461;L13;Školní jídelna - výdejna;Uherské Hradiště;Lomená;1380;;Mařatice;68605;;112;Platné;Uherské Hradiště, Lomená 1380
107612917;A00;Mateřská škola;Boršice;;500;;Boršice;68709;;90;Platné;Boršice, 500
103279385;L11;Školní jídelna;Boršice;;500;;Boršice;68709;;300;Platné;Boršice, 500
181093961;A15;Mateřská škola (lesní);Uherské Hradiště;Svatoplukova;288;;Uherské Hradiště;68601;;24;Platné;Uherské Hradiště, Svatoplukova 288
181108275;L13;Školní jídelna - výdejna;Modrá;;84;;Modrá;68706;;24;Platné;Modrá, 84
181099730;B00;Základní škola;Ostrožská Nová Ves;Dědina;2;;Ostrožská Nová Ves;68722;;104;Platné;Ostrožská Nová Ves, Dědina 2
181101190;G21;Školní družina;Ostrožská Nová Ves;Dědina;5;;Ostrožská Nová Ves;68722;;67;Platné;Ostrožská Nová Ves, Dědina 5
181101203;L13;Školní jídelna - výdejna;Ostrožská Nová Ves;Dědina;5;;Ostrožská Nová Ves;68722;;37;Platné;Ostrožská Nová Ves, Dědina 5
181133822;A00;Mateřská škola;Ostrožská Nová Ves;Dědina;2;;Ostrožská Nová Ves;68722;;14;Platné;Ostrožská Nová Ves, Dědina 2
049585673;A00;Mateřská škola;Vsetín;Slovenská;2012;;Vsetín;75501;;13;Platné;Vsetín, Slovenská 2012
108033422;L11;Školní jídelna;Vsetín;Slovenská;2012;;Vsetín;75501;;16;Platné;Vsetín, Slovenská 2012
000843598;A00;Mateřská škola;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;44;Platné;Valašské Meziříčí, Vsetínská 454/53
110022947;B00;Základní škola;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;155;Platné;Valašské Meziříčí, Vsetínská 454/53
110022971;C00;Střední škola;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;115;Platné;Valašské Meziříčí, Vsetínská 454/53
110022980;H21;Internát;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;114;Platné;Valašské Meziříčí, Vsetínská 454/53
110022939;K20;Speciálně pedagogické centrum;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;neuvádí se;Platné;Valašské Meziříčí, Vsetínská 454/53
103044213;L11;Školní jídelna;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;300;Platné;Valašské Meziříčí, Vsetínská 454/53
181013703;G21;Školní družina;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;42;Platné;Valašské Meziříčí, Vsetínská 454/53
181074346;G22;Školní klub;Valašské Meziříčí;Vsetínská;454;53;Valašské Meziříčí;75701;;24;Platné;Valašské Meziříčí, Vsetínská 454/53
044740964;A00;Mateřská škola;Lešná;;144;;Lešná;75641;;70;Platné;Lešná, 144
173000452;L13;Školní jídelna - výdejna;Lešná;;144;;Lešná;75641;;70;Platné;Lešná, 144
045211469;A00;Mateřská škola;Valašské Meziříčí;Šafaříkova;658;;Valašské Meziříčí;75701;;140;Platné;Valašské Meziříčí, Šafaříkova 658
103108998;L11;Školní jídelna;Valašské Meziříčí;Šafaříkova;658;;Valašské Meziříčí;75701;;150;Platné;Valašské Meziříčí, Šafaříkova 658
047863757;A00;Mateřská škola;Valašské Meziříčí;Kraiczova;362;11;Valašské Meziříčí;75701;;84;Platné;Valašské Meziříčí, Kraiczova 362/11
103120041;L11;Školní jídelna;Valašské Meziříčí;Kraiczova;362;11;Valašské Meziříčí;75701;;90;Platné;Valašské Meziříčí, Kraiczova 362/11
047863765;A00;Mateřská škola;Valašské Meziříčí;J. K. Tyla;419;;Valašské Meziříčí;75701;;224;Platné;Valašské Meziříčí, J. K. Tyla 419
103120025;L11;Školní jídelna;Valašské Meziříčí;J. K. Tyla;419;;Valašské Meziříčí;75701;;224;Platné;Valašské Meziříčí, J. K. Tyla 419
047863773;A00;Mateřská škola;Valašské Meziříčí;Janáčkova;768;;Krásno nad Bečvou;75701;;90;Platné;Valašské Meziříčí, Janáčkova 768
103092510;L11;Školní jídelna;Valašské Meziříčí;Janáčkova;768;;Krásno nad Bečvou;75701;;90;Platné;Valašské Meziříčí, Janáčkova 768
047863781;A00;Mateřská škola;Valašské Meziříčí;Seifertova;160;;Krásno nad Bečvou;75701;;170;Platné;Valašské Meziříčí, Seifertova 160
103120009;L11;Školní jídelna;Valašské Meziříčí;Seifertova;160;;Krásno nad Bečvou;75701;;170;Platné;Valašské Meziříčí, Seifertova 160
060042338;A00;Mateřská škola;Vsetín;Stará cesta;1832;;Vsetín;75501;;135;Platné;Vsetín, Stará cesta 1832
103108289;L11;Školní jídelna;Vsetín;Stará cesta;1832;;Vsetín;75501;;150;Platné;Vsetín, Stará cesta 1832
060042354;A00;Mateřská škola;Vsetín;Josefa Sousedíka;1218;;Vsetín;75501;;84;Platné;Vsetín, Josefa Sousedíka 1218
103108882;L11;Školní jídelna;Vsetín;Josefa Sousedíka;1218;;Vsetín;75501;;130;Platné;Vsetín, Josefa Sousedíka 1218
060042362;A00;Mateřská škola;Vsetín;MUDr. Františka Sovy;96;;Vsetín;75501;;125;Platné;Vsetín, MUDr. Františka Sovy 96
103108874;L11;Školní jídelna;Vsetín;MUDr. Františka Sovy;96;;Vsetín;75501;;131;Platné;Vsetín, MUDr. Františka Sovy 96
060042371;A00;Mateřská škola;Vsetín;Okružní;425;;Rokytnice;75501;;144;Platné;Vsetín, Okružní 425
103108858;L11;Školní jídelna;Vsetín;Okružní;425;;Rokytnice;75501;;160;Platné;Vsetín, Okružní 425
060042389;A00;Mateřská škola;Vsetín;Benátky;1175;;Vsetín;75501;;100;Platné;Vsetín, Benátky 1175
103108963;L11;Školní jídelna;Vsetín;Benátky;1175;;Vsetín;75501;;120;Platné;Vsetín, Benátky 1175
060042401;A00;Mateřská škola;Vsetín;Kobzáňova;1537;;Vsetín;75501;;125;Platné;Vsetín, Kobzáňova 1537
103092480;L11;Školní jídelna;Vsetín;Kobzáňova;1537;;Vsetín;75501;;150;Platné;Vsetín, Kobzáňova 1537
103132121;A00;Mateřská škola;Vsetín;Na Kopečku;13;;Vsetín;75501;;53;Platné;Vsetín, Na Kopečku 13
103156071;L11;Školní jídelna;Vsetín;Na Kopečku;13;;Vsetín;75501;;62;Platné;Vsetín, Na Kopečku 13
107633761;A00;Mateřská škola;Bystřička;;280;;Bystřička;75624;;56;Platné;Bystřička, 280
103108076;L11;Školní jídelna;Bystřička;;280;;Bystřička;75624;;65;Platné;Bystřička, 280
107633817;A00;Mateřská škola;Francova Lhota;;359;;Francova Lhota;75614;;60;Platné;Francova Lhota, 359
103108050;L11;Školní jídelna;Francova Lhota;;359;;Francova Lhota;75614;;80;Platné;Francova Lhota, 359
107633833;A00;Mateřská škola;Halenkov;;603;;Halenkov;75603;;104;Platné;Halenkov, 603
103108041;L11;Školní jídelna;Halenkov;;603;;Halenkov;75603;;104;Platné;Halenkov, 603
107633850;A00;Mateřská škola;Horní Lideč;;290;;Horní Lideč;75612;;56;Platné;Horní Lideč, 290
103108025;L11;Školní jídelna;Horní Lideč;;290;;Horní Lideč;75612;;60;Platné;Horní Lideč, 290
107633876;A00;Mateřská škola;Lidečko;;440;;Lidečko;75612;;75;Platné;Lidečko, 440
103092901;L11;Školní jídelna;Lidečko;;440;;Lidečko;75612;;170;Platné;Lidečko, 440
107633884;A00;Mateřská škola;Střelná;;154;;Střelná;75612;;30;Platné;Střelná, 154
103108386;L11;Školní jídelna;Střelná;;154;;Střelná;75612;;78;Platné;Střelná, 154
173000525;L13;Školní jídelna - výdejna;Střelná;;84;;Střelná;75612;;48;Platné;Střelná, 84
107633906;A00;Mateřská škola;Hošťálková;;226;;Hošťálková;75622;;120;Platné;Hošťálková, 226
103108017;L11;Školní jídelna;Hošťálková;;226;;Hošťálková;75622;;120;Platné;Hošťálková, 226
107633914;A00;Mateřská škola;Hovězí;;546;;Hovězí;75601;;74;Platné;Hovězí, 546
103108009;L11;Školní jídelna;Hovězí;;546;;Hovězí;75601;;100;Platné;Hovězí, 546
107633922;A00;Mateřská škola;Huslenky;;587;;Huslenky;75602;;50;Platné;Huslenky, 587
103092994;L11;Školní jídelna;Huslenky;;587;;Huslenky;75602;;200;Platné;Huslenky, 587
107633957;A00;Mateřská škola;Jablůnka;;503;;Jablůnka;75623;;84;Platné;Jablůnka, 503
103092978;L11;Školní jídelna;Jablůnka;;503;;Jablůnka;75623;;170;Platné;Jablůnka, 503
107633981;A00;Mateřská škola;Kelč;;59;;Kelč;75643;;90;Platné;Kelč, 59
103092935;L11;Školní jídelna;Kelč;;59;;Kelč;75643;;100;Platné;Kelč, 59
107634023;A00;Mateřská škola;Liptál;;465;;Liptál;75631;;48;Platné;Liptál, 465
103092897;L13;Školní jídelna - výdejna;Liptál;;465;;Liptál;75631;;48;Platné;Liptál, 465
107634074;A00;Mateřská škola;Nový Hrozenkov;;736;;Nový Hrozenkov;75604;;108;Platné;Nový Hrozenkov, 736
173101879;L13;Školní jídelna - výdejna;Nový Hrozenkov;;736;;Nový Hrozenkov;75604;;95;Platné;Nový Hrozenkov, 736
103108327;L11;Školní jídelna;Nový Hrozenkov;;312;;Nový Hrozenkov;75604;;60;Platné;Nový Hrozenkov, 312
107634112;A00;Mateřská škola;Ratiboř;;412;;Ratiboř;75621;;84;Platné;Ratiboř, 412
103108424;L11;Školní jídelna;Ratiboř;;412;;Ratiboř;75621;;195;Platné;Ratiboř, 412
173000495;L13;Školní jídelna - výdejna;Ratiboř;;112;;Ratiboř;75621;;120;Platné;Ratiboř, 112
107634139;A00;Mateřská škola;Rožnov pod Radhoštěm;5. května;1701;;Rožnov pod Radhoštěm;75661;;200;Platné;Rožnov pod Radhoštěm, 5. května 1701
103092587;L11;Školní jídelna;Rožnov pod Radhoštěm;5. května;1701;;Rožnov pod Radhoštěm;75661;;220;Platné;Rožnov pod Radhoštěm, 5. května 1701
107634147;A00;Mateřská škola;Rožnov pod Radhoštěm;Na zahradách;644;;Rožnov pod Radhoštěm;75661;;104;Platné;Rožnov pod Radhoštěm, Na zahradách 644
103108432;L11;Školní jídelna;Rožnov pod Radhoštěm;Na zahradách;644;;Rožnov pod Radhoštěm;75661;;104;Platné;Rožnov pod Radhoštěm, Na zahradách 644
107634198;A00;Mateřská škola;Růžďka;;318;;Růžďka;75625;;60;Platné;Růžďka, 318
103108408;L11;Školní jídelna;Růžďka;;318;;Růžďka;75625;;300;Platné;Růžďka, 318
173000622;L13;Školní jídelna - výdejna;Růžďka;;203;;Růžďka;75625;;210;Platné;Růžďka, 203
107634201;A00;Mateřská škola;Střítež nad Bečvou;;134;;Střítež nad Bečvou;75652;;30;Platné;Střítež nad Bečvou, 134
103108122;L11;Školní jídelna;Střítež nad Bečvou;;134;;Střítež nad Bečvou;75652;;50;Platné;Střítež nad Bečvou, 134
107634228;A00;Mateřská škola;Valašská Bystřice;;155;;Valašská Bystřice;75627;;112;Platné;Valašská Bystřice, 155
173000592;L13;Školní jídelna - výdejna;Valašská Bystřice;;155;;Valašská Bystřice;75627;;96;Platné;Valašská Bystřice, 155
107634244;A00;Mateřská škola;Valašská Polanka;;366;;Valašská Polanka;75611;;82;Platné;Valašská Polanka, 366
173000266;L13;Školní jídelna - výdejna;Valašská Polanka;;366;;Valašská Polanka;75611;;82;Platné;Valašská Polanka, 366
107634261;A00;Mateřská škola;Lužná;;252;;Lužná;75611;;24;Platné;Lužná, 252
103092889;L11;Školní jídelna;Lužná;;252;;Lužná;75611;;85;Platné;Lužná, 252
107634295;A00;Mateřská škola;Valašské Meziříčí;;210;;Hrachovec;75701;;30;Platné;Valašské Meziříčí, 210
103120068;L11;Školní jídelna;Valašské Meziříčí;;210;;Hrachovec;75701;;100;Platné;Valašské Meziříčí, 210
107634325;A00;Mateřská škola;Valašské Meziříčí;;234;;Podlesí;75701;;53;Platné;Valašské Meziříčí, 234
103120220;L11;Školní jídelna;Valašské Meziříčí;;234;;Podlesí;75701;;65;Platné;Valašské Meziříčí, 234
107634368;A00;Mateřská škola;Velké Karlovice;;927;;Velké Karlovice;75606;;81;Platné;Velké Karlovice, 927
103108149;L11;Školní jídelna;Velké Karlovice;;927;;Velké Karlovice;75606;;81;Platné;Velké Karlovice, 927
107634376;A00;Mateřská škola;Vidče;;460;;Vidče;75653;;60;Platné;Vidče, 460
103108157;L11;Školní jídelna;Vidče;;460;;Vidče;75653;;90;Platné;Vidče, 460
107634422;A00;Mateřská škola;Vsetín;Ohrada;1879;;Vsetín;75501;;75;Platné;Vsetín, Ohrada 1879
103108301;L11;Školní jídelna;Vsetín;Ohrada;1879;;Vsetín;75501;;85;Platné;Vsetín, Ohrada 1879
107634490;A00;Mateřská škola;Ústí;;76;;Ústí;75501;;26;Platné;Ústí, 76
108033287;L11;Školní jídelna;Ústí;;76;;Ústí;75501;;64;Platné;Ústí, 76
107634511;A00;Mateřská škola;Zašová;;553;;Zašová;75651;;114;Platné;Zašová, 553
103108912;L11;Školní jídelna;Zašová;;553;;Zašová;75651;;114;Platné;Zašová, 553
107634554;A00;Mateřská škola;Zubří;Na Potoku;369;;Zubří;75654;;76;Platné;Zubří, Na Potoku 369
103108947;L11;Školní jídelna;Zubří;Na Potoku;369;;Zubří;75654;;80;Platné;Zubří, Na Potoku 369
107634601;A00;Mateřská škola;Rožnov pod Radhoštěm;5. května;1527;;Rožnov pod Radhoštěm;75661;;84;Platné;Rožnov pod Radhoštěm, 5. května 1527
103108459;L11;Školní jídelna;Rožnov pod Radhoštěm;5. května;1527;;Rožnov pod Radhoštěm;75661;;84;Platné;Rožnov pod Radhoštěm, 5. května 1527
107634627;A00;Mateřská škola;Rožnov pod Radhoštěm;1. máje;1153;;Rožnov pod Radhoštěm;75661;;244;Platné;Rožnov pod Radhoštěm, 1. máje 1153
103092447;L11;Školní jídelna;Rožnov pod Radhoštěm;1. máje;1153;;Rožnov pod Radhoštěm;75661;;340;Platné;Rožnov pod Radhoštěm, 1. máje 1153
107634741;A00;Mateřská škola;Zubří;Sídliště 6. května;1109;;Zubří;75654;;155;Platné;Zubří, Sídliště 6. května 1109
103092528;L11;Školní jídelna;Zubří;Sídliště 6. května;1109;;Zubří;75654;;155;Platné;Zubří, Sídliště 6. května 1109
108033431;A00;Mateřská škola;Vsetín;Dolní Jasenka;757;;Vsetín;75501;;53;Platné;Vsetín, Dolní Jasenka 757
108033279;L11;Školní jídelna;Vsetín;Dolní Jasenka;757;;Vsetín;75501;;59;Platné;Vsetín, Dolní Jasenka 757
120400642;A00;Mateřská škola;Valašská Senice;;135;;Valašská Senice;75614;;28;Platné;Valašská Senice, 135
120400651;L11;Školní jídelna;Valašská Senice;;135;;Valašská Senice;75614;;40;Platné;Valašská Senice, 135
150008031;A00;Mateřská škola;Hutisko-Solanec;;605;;Hutisko;75662;;84;Platné;Hutisko-Solanec, 605
048773824;B00;Základní škola;Hutisko-Solanec;;605;;Hutisko;75662;;360;Platné;Hutisko-Solanec, 605
120400324;G21;Školní družina;Hutisko-Solanec;;605;;Hutisko;75662;;90;Platné;Hutisko-Solanec, 605
103108696;L11;Školní jídelna;Hutisko-Solanec;;605;;Hutisko;75662;;450;Platné;Hutisko-Solanec, 605
181042339;L13;Školní jídelna - výdejna;Hutisko-Solanec;;605;;Hutisko;75662;;84;Platné;Hutisko-Solanec, 605
107633809;A00;Mateřská škola;Dolní Bečva;;580;;Dolní Bečva;75655;;77;Platné;Dolní Bečva, 580
048773981;B00;Základní škola;Dolní Bečva;;578;;Dolní Bečva;75655;;240;Platné;Dolní Bečva, 578
120400561;G21;Školní družina;Dolní Bečva;;578;;Dolní Bečva;75655;;60;Platné;Dolní Bečva, 578
103108742;L11;Školní jídelna;Dolní Bečva;;578;;Dolní Bečva;75655;;410;Platné;Dolní Bečva, 578
181070413;G22;Školní klub;Dolní Bečva;;578;;Dolní Bečva;75655;;120;Platné;Dolní Bečva, 578
150008686;A00;Mateřská škola;Kladeruby;;105;;Kladeruby;75643;;28;Platné;Kladeruby, 105
102100861;B00;Základní škola;Kladeruby;;105;;Kladeruby;75643;;50;Platné;Kladeruby, 105
150008694;L11;Školní jídelna;Kladeruby;;105;;Kladeruby;75643;;64;Platné;Kladeruby, 105
181037556;G21;Školní družina;Kladeruby;;105;;Kladeruby;75643;;30;Platné;Kladeruby, 105
120400481;A00;Mateřská škola;Pržno;;127;;Pržno;75623;;28;Platné;Pržno, 127
102100900;B00;Základní škola;Pržno;;127;;Pržno;75623;;36;Platné;Pržno, 127
120400693;G21;Školní družina;Pržno;;127;;Pržno;75623;;36;Platné;Pržno, 127
120400499;L11;Školní jídelna;Pržno;;127;;Pržno;75623;;65;Platné;Pržno, 127
150006870;A00;Mateřská škola;Branky;;264;;Branky;75645;;60;Platné;Branky, 264
102768072;B00;Základní škola;Branky;;101;;Branky;75645;;90;Platné;Branky, 101
120400677;G21;Školní družina;Branky;;101;;Branky;75645;;30;Platné;Branky, 101
150006888;L11;Školní jídelna;Branky;;264;;Branky;75645;;150;Platné;Branky, 264
150073488;L13;Školní jídelna - výdejna;Branky;;101;;Branky;75645;;90;Platné;Branky, 101
107633787;A00;Mateřská škola;Choryně;;116;;Choryně;75642;;33;Platné;Choryně, 116
102768102;B00;Základní škola;Choryně;;116;;Choryně;75642;;50;Platné;Choryně, 116
150067381;G21;Školní družina;Choryně;;116;;Choryně;75642;;40;Platné;Choryně, 116
103092986;L11;Školní jídelna;Choryně;;116;;Choryně;75642;;83;Platné;Choryně, 116
150009488;A00;Mateřská škola;Jarcová;;53;;Jarcová;75701;;38;Platné;Jarcová, 53
102768111;B00;Základní škola;Jarcová;;53;;Jarcová;75701;;80;Platné;Jarcová, 53
120400201;G21;Školní družina;Jarcová;;53;;Jarcová;75701;;45;Platné;Jarcová, 53
103108718;L11;Školní jídelna;Jarcová;;53;;Jarcová;75701;;120;Platné;Jarcová, 53
150007418;A00;Mateřská škola;Kateřinice;;242;;Kateřinice;75621;;52;Platné;Kateřinice, 242
102768129;B00;Základní škola;Kateřinice;;154;;Kateřinice;75621;;85;Platné;Kateřinice, 154
150007434;L11;Školní jídelna;Kateřinice;;242;;Kateřinice;75621;;112;Platné;Kateřinice, 242
181001471;G21;Školní družina;Kateřinice;;154;;Kateřinice;75621;;25;Platné;Kateřinice, 154
150006896;A00;Mateřská škola;Kunovice;;43;;Kunovice;75644;;27;Platné;Kunovice, 43
102768137;B00;Základní škola;Kunovice;;43;;Kunovice;75644;;40;Platné;Kunovice, 43
150024525;G21;Školní družina;Kunovice;;43;;Kunovice;75644;;25;Platné;Kunovice, 43
150006900;L11;Školní jídelna;Kunovice;;43;;Kunovice;75644;;60;Platné;Kunovice, 43
107634252;A00;Mateřská škola;Leskovec;;93;;Leskovec;75611;;26;Platné;Leskovec, 93
120400537;G21;Školní družina;Leskovec;;93;;Leskovec;75611;;40;Platné;Leskovec, 93
103108581;L11;Školní jídelna;Leskovec;;93;;Leskovec;75611;;120;Platné;Leskovec, 93
102768153;B00;Základní škola;Leskovec;;93;;Leskovec;75611;;70;Platné;Leskovec, 93
150007230;A00;Mateřská škola;Mikulůvka;;42;;Mikulůvka;75624;;50;Platné;Mikulůvka, 42
102768161;B00;Základní škola;Mikulůvka;;42;;Mikulůvka;75624;;75;Platné;Mikulůvka, 42
150007248;G21;Školní družina;Mikulůvka;;42;;Mikulůvka;75624;;66;Platné;Mikulůvka, 42
120400219;L11;Školní jídelna;Mikulůvka;;42;;Mikulůvka;75624;;116;Platné;Mikulůvka, 42
150009780;A00;Mateřská škola;Pozděchov;;192;;Pozděchov;75611;;35;Platné;Pozděchov, 192
102768196;B00;Základní škola;Pozděchov;;192;;Pozděchov;75611;;100;Platné;Pozděchov, 192
120400227;G21;Školní družina;Pozděchov;;192;;Pozděchov;75611;;80;Platné;Pozděchov, 192
120400235;L11;Školní jídelna;Pozděchov;;192;;Pozděchov;75611;;117;Platné;Pozděchov, 192
150008058;A00;Mateřská škola;Prostřední Bečva;;440;;Prostřední Bečva;75656;;80;Platné;Prostřední Bečva, 440
102768200;B00;Základní škola;Prostřední Bečva;;207;;Prostřední Bečva;75656;;110;Platné;Prostřední Bečva, 207
120400545;G21;Školní družina;Prostřední Bečva;;207;;Prostřední Bečva;75656;;60;Platné;Prostřední Bečva, 207
150008066;L11;Školní jídelna;Prostřední Bečva;;440;;Prostřední Bečva;75656;;190;Platné;Prostřední Bečva, 440
150073186;L13;Školní jídelna - výdejna;Prostřední Bečva;;207;;Prostřední Bečva;75656;;120;Platné;Prostřední Bečva, 207
102768234;B00;Základní škola;Študlov;;76;;Študlov;75612;;50;Platné;Študlov, 76
173101330;G21;Školní družina;Študlov;;76;;Študlov;75612;;20;Platné;Študlov, 76
181062101;A00;Mateřská škola;Študlov;;76;;Študlov;75612;;15;Platné;Študlov, 76
181101360;L11;Školní jídelna;Študlov;;76;;Študlov;75612;;100;Platné;Študlov, 76
107634180;A00;Mateřská škola;Vigantice;;88;;Vigantice;75661;;30;Platné;Vigantice, 88
102768251;B00;Základní škola;Vigantice;;88;;Vigantice;75661;;120;Platné;Vigantice, 88
120400553;G21;Školní družina;Vigantice;;88;;Vigantice;75661;;30;Platné;Vigantice, 88
103092641;L11;Školní jídelna;Vigantice;;88;;Vigantice;75661;;120;Platné;Vigantice, 88
103108955;L13;Školní jídelna - výdejna;Vigantice;;88;;Vigantice;75661;;50;Platné;Vigantice, 88
107634538;A00;Mateřská škola;Zděchov;;103;;Zděchov;75607;;25;Platné;Zděchov, 103
102768269;B00;Základní škola;Zděchov;;103;;Zděchov;75607;;41;Platné;Zděchov, 103
103108921;L11;Školní jídelna;Zděchov;;103;;Zděchov;75607;;100;Platné;Zděchov, 103
181109409;G21;Školní družina;Zděchov;;103;;Zděchov;75607;;20;Platné;Zděchov, 103
107633841;A00;Mateřská škola;Horní Bečva;;793;;Horní Bečva;75657;;75;Platné;Horní Bečva, 793
102768439;B00;Základní škola;Horní Bečva;;544;;Horní Bečva;75657;;430;Platné;Horní Bečva, 544
120400413;G21;Školní družina;Horní Bečva;;544;;Horní Bečva;75657;;90;Platné;Horní Bečva, 544
150034393;G22;Školní klub;Horní Bečva;;544;;Horní Bečva;75657;;120;Platné;Horní Bečva, 544
103108777;L11;Školní jídelna;Horní Bečva;;544;;Horní Bečva;75657;;510;Platné;Horní Bečva, 544
120400626;A00;Mateřská škola;Lhota u Vsetína;;128;;Lhota u Vsetína;75501;;28;Platné;Lhota u Vsetína, 128
108033392;B00;Základní škola;Lhota u Vsetína;;128;;Lhota u Vsetína;75501;;35;Platné;Lhota u Vsetína, 128
120400669;G21;Školní družina;Lhota u Vsetína;;128;;Lhota u Vsetína;75501;;24;Platné;Lhota u Vsetína, 128
120400634;L11;Školní jídelna;Lhota u Vsetína;;128;;Lhota u Vsetína;75501;;75;Platné;Lhota u Vsetína, 128
150008082;A00;Mateřská škola;Police;;124;;Police;75644;;25;Platné;Police, 124
108033414;B00;Základní škola;Police;;124;;Police;75644;;28;Platné;Police, 124
150008112;G21;Školní družina;Police;;124;;Police;75644;;28;Platné;Police, 124
150008104;L11;Školní jídelna;Police;;124;;Police;75644;;65;Platné;Police, 124
107634406;A00;Mateřská škola;Janová;;58;;Janová;75501;;20;Platné;Janová, 58
108033236;L11;Školní jídelna;Janová;;58;;Janová;75501;;130;Platné;Janová, 58
108033597;B00;Základní škola;Karolinka;Kobylská;250;;Karolinka;75605;;346;Platné;Karolinka, Kobylská 250
120400464;G21;Školní družina;Karolinka;Kobylská;250;;Karolinka;75605;;50;Platné;Karolinka, Kobylská 250
103108726;L11;Školní jídelna;Karolinka;Kobylská;250;;Karolinka;75605;;1000;Platné;Karolinka, Kobylská 250
060990538;A00;Mateřská škola;Karolinka;Kobylská;250;;Karolinka;75605;;72;Platné;Karolinka, Kobylská 250
103092544;L13;Školní jídelna - výdejna;Karolinka;Kobylská;250;;Karolinka;75605;;72;Platné;Karolinka, Kobylská 250
110006828;A00;Mateřská škola;Vsetín;Nemocniční;955;;Vsetín;75501;;20;Platné;Vsetín, Nemocniční 955
102780447;B00;Základní škola;Vsetín;Turkmenská;1612;;Vsetín;75501;;165;Platné;Vsetín, Turkmenská 1612
110006836;G21;Školní družina;Vsetín;Turkmenská;1612;;Vsetín;75501;;65;Platné;Vsetín, Turkmenská 1612
173101763;G22;Školní klub;Vsetín;Turkmenská;1612;;Vsetín;75501;;30;Platné;Vsetín, Turkmenská 1612
103092731;L11;Školní jídelna;Vsetín;Turkmenská;1612;;Vsetín;75501;;170;Platné;Vsetín, Turkmenská 1612
110501101;M60;Přípravný stupeň ZŠ speciální;Vsetín;Turkmenská;1612;;Vsetín;75501;;9;Platné;Vsetín, Turkmenská 1612
181069288;C00;Střední škola;Vsetín;Turkmenská 1612;;;;75501;;15;Platné;Vsetín, Turkmenská 1612
110006879;A00;Mateřská škola;Valašské Meziříčí;U Nemocnice;980;;Valašské Meziříčí;75701;;35;Platné;Valašské Meziříčí, U Nemocnice 980
102780412;B00;Základní škola;Valašské Meziříčí;Křižná;782;;Krásno nad Bečvou;75701;;100;Platné;Valašské Meziříčí, Křižná 782
110006852;G21;Školní družina;Valašské Meziříčí;Křižná;782;;Krásno nad Bečvou;75701;;30;Platné;Valašské Meziříčí, Křižná 782
150067895;L13;Školní jídelna - výdejna;Valašské Meziříčí;Křižná;782;;Krásno nad Bečvou;75701;;100;Platné;Valašské Meziříčí, Křižná 782
181127504;C00;Střední škola;Valašské Meziříčí;Křižná;782;;Krásno nad Bečvou;75701;;16;Platné;Valašské Meziříčí, Křižná 782
181001756;A00;Mateřská škola;Vsetín;Pod Pecníkem;1666;;Vsetín;75501;;76;Platné;Vsetín, Pod Pecníkem 1666
181001942;L13;Školní jídelna - výdejna;Vsetín;Pod Pecníkem;1666;;Vsetín;75501;;76;Platné;Vsetín, Pod Pecníkem 1666
048773905;B00;Základní škola;Poličná;;276;;Poličná;75701;;200;Platné;Poličná, 276
150009232;A00;Mateřská škola;Poličná;;465;;Poličná;75701;;56;Platné;Poličná, 465
120400332;G21;Školní družina;Poličná;;276;;Poličná;75701;;60;Platné;Poličná, 276
103092684;L11;Školní jídelna;Poličná;;276;;Poličná;75701;;300;Platné;Poličná, 276
181046563;A00;Mateřská škola;Krhová;U Školky;445;;Krhová;75663;;98;Platné;Krhová, U Školky 445
181046571;L11;Školní jídelna;Krhová;U Školky;445;;Krhová;75663;;160;Platné;Krhová, U Školky 445
181046580;L13;Školní jídelna - výdejna;Krhová;Hlavní;205;;Krhová;75663;;60;Platné;Krhová, Hlavní 205
181059738;A00;Mateřská škola;Vsetín;Horská;1934;;Vsetín;75501;;44;Platné;Vsetín, Horská 1934
181059746;L13;Školní jídelna - výdejna;Vsetín;Horská;1934;;Vsetín;75501;;44;Platné;Vsetín, Horská 1934
047658274;B00;Základní škola;Loučka;;188;;Loučka;75644;;172;Platné;Loučka, 188
107634031;A00;Mateřská škola;Loučka;;8;;Loučka;75644;;52;Platné;Loučka, 8
120400138;G21;Školní družina;Loučka;;188;;Loučka;75644;;40;Platné;Loučka, 188
150019327;G22;Školní klub;Loučka;;188;;Loučka;75644;;75;Platné;Loučka, 188
103108602;L11;Školní jídelna;Loučka;;188;;Loučka;75644;;350;Platné;Loučka, 188
